Item_Id,Item_Visibility,Store_Id,Item_Store_Sales
NCJ18,0.164274416,STR045,2133.2232
FDL51,0.047587685,STR045,5145.3024
PRK03,0.079952983,STR018,1162.4868
NCO54,0.024992442,STR019,165.7842
TSH48,0.115107028,STR045,3547.3824
NCK06,0.008604657,STR027,1211756
NCZ54,0.083528446,STR045,2274.3728
DRS39,0.036731658,STR027,4763799
FDI09,0.129337594,STR046,5033448
NCO02,0,STR049,1120.5414
DRF13,0.029827665,STR049,2612.5992
FDK25,0.157718931,STR017,4548.0798
FDZ38,0.008046275,STR017,5863.0348
NCQ42,0.068753558,STR019,254.3356
FDM14,0.013199737,STR027,2713135
SKT20,0.023971463,STR046,447.4176
DRS32,0.09468096,STR018,1631.8758
FDQ19,0.014394261,STR045,5331.7264
BST08,0.049396364,STR049,3563.3616
SKT29,0.024243294,STR049,1603.2464
JNS50,0.122469209,STR013,2709806
BJK11,0.017730951,STR017,4086.0146
BLS09,0.035016754,STR018,1705.7796
DRG37,0.019417732,STR045,1402.1748
NCV06,0.066358426,STR027,7168.6686
SHT13,0.105265475,STR010,962.7468
DRF25,0.038736754,STR027,1281665
BST53,0.044991876,STR010,426112
PRK08,0.05696122,STR046,1764.37
COT23,0.147255604,STR017,1701.7848
FDT07,0.077319079,STR046,4357661
PJB29,0.089135671,STR035,3207.8244
FDG22,0.041373331,STR035,732.38
SHT47,0.04403602,STR027,6751212
FDL43,0.027041859,STR013,306268
FDZ43,0.056782237,STR027,8239.9408
FDZ21,0.03922186,STR046,193082
FDJ50,0.021581922,STR035,1209.7586
JNS35,0.128206001,STR046,3878285
DRS56,0.071301323,STR017,2693.8268
DRL35,0.030765898,STR045,649155
PNT01,0.053730029,STR045,4777.7808
PRK24,0.062350672,STR045,1416.8224
NCL17,0.068163102,STR017,2422.1804
PRK13,0,STR018,2914.8724
FDB59,0.015309885,STR045,2380.9008
DRS26,0.106538757,STR027,1556.6404
FDQ12,0.061999648,STR019,689103
SWT59,0.051618281,STR013,373.5138
FDL36,0.076505799,STR017,539298
FDQ55,0.013091186,STR018,1612.5676
JNS46,0.022074764,STR019,559272
FDM28,0.079146113,STR019,179766
FDT40,0.096337184,STR017,763.0068
SHT11,0.142425145,STR010,756.3488
FDD51,0,STR045,181.0976
NCT17,0.041663111,STR027,6029.4848
NCW17,0.019386234,STR046,3083.9856
NCY29,0.135226962,STR019,113186
SWP36,0,STR013,2087.9488
FDB17,0.036729122,STR049,2535.3664
NCA17,0.045380404,STR013,1789.6704
FDT27,0.069587171,STR046,4687232
PNT32,0.08573655,STR013,3425541
FDG41,0.076681143,STR049,1657842
SWT25,0.102055777,STR046,3101.2964
FDG56,0.071856726,STR017,1347.5792
BLS16,0.063054947,STR017,2270378
FDD47,0.142383847,STR035,2556672
PNT12,0.03150851,STR013,3779.0808
PRK33,0.123620492,STR049,1505.3738
NCC55,0.06375108,STR035,782.9808
TSH38,0.04461205,STR019,480.7076
FDK44,0.122204371,STR035,1911.5118
FDZ57,0.037764307,STR046,642497
NCN14,0.092437711,STR017,1470.0864
VST06,0.137807013,STR010,159792
DRL01,0.077292302,STR049,6309.7866
TCT10,0.045763062,STR049,633.8416
LGS38,0.090558833,STR018,3091.9752
FDQ16,0.041703666,STR013,1637868
PRK40,0.014098693,STR017,805618
BST36,0.042008667,STR017,3767.0964
JNS31,0.106933748,STR045,529311
CRD42,0.012663476,STR045,645.1602
FDT20,0.041387618,STR035,849.5608
NCN19,0.012148836,STR018,1328271
DRS21,0.005935001,STR027,2010716
BJK34,0.014047825,STR045,4364.9848
FDI28,0.026375082,STR045,792302
FDG44,0,STR027,2804.3496
DRF60,0.052174319,STR045,4290.4152
FDQ36,0,STR019,37.2848
JCK34,0.137786856,STR018,2659871
TSH20,0.066608487,STR035,5406296
BST41,0.064002068,STR035,930.1226
DRK47,0.06406438,STR046,1826.9552
HDJ10,0.049345425,STR017,1145176
FDI02,0.11521312,STR017,3150.5656
BST41,0,STR019,253.6698
FDZ52,0.099991245,STR013,1779.0176
FDG50,0.015334003,STR018,1185.7898
DRL01,0.129170642,STR010,467.3916
JNS48,0.051908824,STR017,1414.1592
PNT48,0.131770922,STR045,1518024
CRD54,0.028984804,STR013,3034.0506
NCT54,0.120211747,STR017,666.4658
OCT02,0.02076385,STR013,181.0976
CRD43,0.016006626,STR013,210.3928
BST46,0.015766712,STR035,1662.5026
NCO42,0.024536199,STR027,3791.0652
PNT40,0.008046878,STR049,402809
FDG24,0.014653896,STR049,749025
NCO17,0.073794811,STR017,2516724
BJK22,0.056830682,STR046,5556.7668
SKT59,0.054618573,STR035,1022.6688
NCY18,0.052141447,STR010,525.3162
DRE48,0.017360867,STR045,1576.6144
JNS60,0.196438668,STR010,392822
FDB56,0.074743226,STR049,5257.1568
FDL20,0.127792701,STR027,4447544
NCZ53,0.024358634,STR027,5652642
DRM35,0.070431235,STR035,3033.3848
JNS16,0.082930699,STR046,780.9834
HDJ19,0.041330512,STR013,2474.7786
HDJ12,0.235354055,STR010,101.2016
FDM15,0.057746382,STR017,3929.5516
JCK12,0.045337184,STR049,564.5984
FDT21,0.020374875,STR013,1245046
DRE49,0.035568147,STR010,151.8024
BLS16,0.062797771,STR049,825592
BST04,0.018096488,STR018,2696.49
SKT51,0.009613854,STR013,1231.73
COT04,0.026645307,STR018,939.4438
FDD41,0.087753682,STR017,2090612
FDI45,0.037657459,STR045,2801.6864
VST18,0.041091215,STR027,3364.9532
DRS51,0.095195306,STR017,2343616
NCK07,0.048686689,STR046,1808.9786
FDZ45,0.117091213,STR019,992042
FDB37,0.022940826,STR046,5768.4912
FDZ60,0.119339241,STR035,970.7364
BLS04,0.014075334,STR013,3568688
DRS47,0.046336634,STR013,3533.4006
FDB17,0.036641589,STR013,6157.3184
PNT56,0.101176316,STR018,4729.8432
TCT55,0.035737373,STR027,9371.8008
OCT40,0.079376029,STR017,1949.4624
OCT05,0.091054989,STR049,4633968
SWT58,0.043852434,STR045,4211185
SKT51,0.009620042,STR035,1970768
NCR05,0.054939848,STR017,3372.9428
SWP25,0.014675574,STR017,934.7832
NCR53,0.14526636,STR049,3375606
PRK04,0.146662938,STR046,2388.2246
SKT03,0.071786706,STR013,780.3176
JCK44,0.133424184,STR010,102.5332
FDK16,0.115799592,STR018,1713.7692
NCC30,0.027579198,STR046,1605.9096
FDZ26,0.241055611,STR010,717.0666
NCO54,0.014332439,STR018,1381535
NCP41,0.027133398,STR010,215.7192
DRE27,0.132876847,STR049,1076.5986
FDQ10,0.03315162,STR013,2931.5174
NCU42,0.019536981,STR049,4211185
SWT43,0.085258864,STR035,1830.95
CRD19,0.013179388,STR046,939.4438
NCI54,0.033592687,STR035,1856.2504
PRK37,0.05346916,STR010,115.8492
COT25,0.126831854,STR027,4613994
PRK57,0.103603094,STR049,1431.47
FDI52,0.104840884,STR049,490.0288
DRK12,0.042056944,STR018,366.19
FDG40,0.040049609,STR017,611.2044
TCT49,0.03075661,STR045,2163.85
PNT49,0,STR013,575.2512
BJK40,0.03941584,STR019,498.0184
DRE03,0.024363939,STR017,661.8052
PNT55,0.131443921,STR027,5294.4416
NCU05,0.058725131,STR035,1208427
PNT36,0.122274118,STR017,838908
NCM30,0.067239404,STR013,660.4736
OCT24,0.021464454,STR049,3928.22
DRO47,0.112681821,STR018,452744
FDQ49,0.039469737,STR017,782315
SHT37,0.061101383,STR046,2580.6408
NCJ42,0.014359584,STR018,1537998
FDD05,0.016637301,STR049,1687.1372
SKT39,0.159843921,STR018,3115944
NCY06,0.061308889,STR045,2348.9424
LGS06,0.055566935,STR019,262991
BST16,0.026397141,STR045,3542.7218
NCQ50,0.034307348,STR046,4701.8796
SWT50,0.074627201,STR046,1768.3648
NCL41,0.041973712,STR017,519324
FDM58,0.080015028,STR018,1677816
OCT35,0.10084386,STR010,164.4526
PRK50,0.055519561,STR049,1108557
FDT09,0.012203915,STR027,4350.3372
PNT60,0.130946374,STR018,1312.9576
FDG22,0.041381156,STR046,659142
FDL52,0.04586701,STR027,910.8144
SHT39,0.036474041,STR018,2409.5302
DRS45,0.039231652,STR017,2648.5524
NCQ38,0.013393537,STR045,1065.28
FDB26,0.031444357,STR017,798.96
DRG48,0.014555066,STR046,3062.0142
OCT10,0.082526478,STR010,774.9912
JCK28,0.080765853,STR049,4958.8784
FDJ44,0.17797002,STR010,697.7584
FDI07,0.03382933,STR045,2768.3964
SHT24,0.11397026,STR017,2591.2936
DRL47,0.038729457,STR035,755.0172
JCK38,0.032075379,STR013,354.2056
FDK02,0.196490902,STR019,479376
COT23,0.146305498,STR013,1607.2412
NCE54,0.026877471,STR013,1053.2956
PRK52,0.005474515,STR046,1922.8304
DRS01,0.064048405,STR035,1677.1502
NCF07,0.032203667,STR017,1113.2176
DRE15,0.017857847,STR018,1518024
PNT58,0.041921462,STR046,2406.2012
FDL24,0.024875871,STR013,2069.3064
FDQ25,0.028139761,STR027,3621.2862
SWT56,0.073997843,STR013,4969.5312
FDD20,0.020798905,STR018,1245046
DRF60,0.052363244,STR017,5243.8408
DRS13,0.098283459,STR018,934.7832
BJK09,0.012138795,STR013,521.9872
HDJ45,0,STR035,4578.0408
PNT26,0.042923652,STR045,1062.6168
FDZ01,0.009058845,STR046,2579975
OCT53,0.032136417,STR010,165.1184
FDG52,0.065898197,STR018,459402
DRS50,0.075731322,STR045,1504.0422
SWT49,0.101812521,STR035,5126.66
FDJ44,0.106327251,STR046,2616594
NCI31,0.080933328,STR027,842237
FDZ52,0.100055601,STR035,1223.0746
BST17,0.054540159,STR049,755683
FDG34,0.037723476,STR018,1953.4572
BST26,0.14897741,STR010,288.9572
FDD56,0.104201019,STR018,2976.7918
PNT52,0.076198809,STR045,2675.1844
FDQ13,0.010639596,STR035,755.0172
NCJ42,0.025039776,STR019,410.1328
OCT10,0.086326707,STR019,387.4956
NCG42,0.041220035,STR035,3635268
FDT31,0.01247354,STR045,1323.6104
DRD25,0.079132212,STR045,2942836
PNT35,0.020693809,STR035,4379.6324
FDL33,0.10016525,STR045,2936178
FDT45,0.057302606,STR035,600.5516
FDT16,0.048761046,STR045,8851.1452
DRE49,0,STR035,2428.8384
DRF60,0.052149675,STR049,3813.7024
VST54,0.050130529,STR049,2556672
OCT20,0.024987903,STR049,1255033
TSH31,0.109990885,STR035,2769728
BST33,0.049736267,STR045,1571288
FDM12,0.117026714,STR010,188.4214
DRS44,0.035121963,STR013,1022.6688
DRE48,0.017311312,STR013,3744.4592
PJB18,0.008811818,STR045,2749754
TSH38,0.025583714,STR018,480.7076
FDQ19,0.014353174,STR013,969.4048
HDJ47,0.054220618,STR027,4933578
BST17,0.054410179,STR013,2720.4588
HDJ25,0.033974436,STR046,4527.44
FDT03,0.009996872,STR035,3123.9336
FDB49,0.030212499,STR045,2857.6136
FDL43,0.027217468,STR017,1454773
BST47,0.038123176,STR017,1992.0736
PRK49,0.079506434,STR045,1728.4168
TCT23,0.021811987,STR018,2311.6576
TCT38,0.082150145,STR027,7478.2656
JNS09,0.036012919,STR019,593.8936
PNT20,0.028167478,STR049,452744
HDJ11,0.029560451,STR046,856.8846
FDG40,0.039631495,STR027,984.7182
SWT20,0.04280099,STR017,2037348
FDZ27,0.017141985,STR013,149805
OCT09,0.056394771,STR017,473.3838
FDG29,0.056379439,STR049,293.6178
NCA30,0.129534812,STR049,5105.3544
NCL53,0.036439878,STR017,3010.7476
DRE15,0,STR046,986.7156
LGS38,0.090191431,STR046,458.0704
HDJ21,0.30374337,STR019,589233
FDB58,0.022590318,STR010,283.6308
OCT41,0.082011521,STR046,1935.4806
DRF23,0.122843005,STR049,1569.9564
BST05,0.05432142,STR010,437.4306
HDJ10,0.049144165,STR049,1717764
PRK43,0.040577878,STR049,1304968
NCM30,0.067400032,STR049,784.3124
HDJ49,0.012036432,STR045,1816.3024
BLS02,0.073977473,STR045,2070638
JCK37,0.143396175,STR045,2184.4898
NCF07,0.03201648,STR035,1922.8304
FDJ09,0.058346234,STR013,633.8416
COT23,0.14571827,STR027,2269.0464
OCT09,0.055806016,STR027,1209.7586
SWT34,0.072097449,STR049,1205098
JNS60,0.117543713,STR049,3338987
BST32,0.048718334,STR013,227.7036
NCI30,0.0591756,STR018,4680574
PRK37,0.031918284,STR013,695.0952
SKT57,0.095587976,STR019,579246
SHR01,0.019308607,STR017,1478076
DRD27,0.023974769,STR017,694.4294
FDI12,0.100602552,STR045,703.0848
FDQ33,0.091189915,STR035,4514124
FDQ27,0.077480627,STR019,206398
VST07,0.129731747,STR010,589233
SKT08,0.103363904,STR013,3169208
FDD20,0.020714523,STR046,2490092
PRK24,0.062212713,STR035,1151.1682
OCT34,0.031271134,STR017,3900.9222
PJB30,0.026729068,STR018,6439.6176
FDM01,0.094567181,STR046,1845.5976
FDB20,0.05193741,STR013,934.7832
NCK29,0.126480422,STR017,3202498
PRK11,0.055644887,STR049,2684.5056
NCV41,0.028519419,STR010,221.0456
DRL60,0.027101431,STR049,2439.4912
JNS10,0.067083367,STR017,596.5568
JNS09,0.020652362,STR018,2227101
FDQ39,0.081042136,STR046,5159.2842
DRE49,0.021336565,STR018,1366.2216
PNT45,0.029001987,STR045,8604.7992
SHT23,0.069745165,STR010,378.1744
FDQ26,0.068148886,STR018,711.0744
NCA06,0.144094079,STR017,1061951
FDT24,0.186616421,STR018,1004.0264
DRG27,0.105323859,STR045,609207
PNT02,0.022110425,STR045,3558.0352
DRG37,0.019374768,STR035,2025.3636
FDJ07,0.014482278,STR018,1864.24
JCK32,0.087805788,STR049,1907517
JNS59,0.048027043,STR046,5660.6316
JCK60,0.055908268,STR035,607.2096
BST32,0.048522793,STR027,1024.6662
FDK26,0.032359413,STR017,3169208
DRS28,0.088807455,STR035,2740.4328
JCK56,0.046556408,STR049,640.4996
FDT25,0.050750977,STR046,1960.1152
FDQ12,0.035404052,STR035,2067309
PNT60,0.130390458,STR035,231.6984
FDZ10,0.074422769,STR010,253004
FDM13,0.105742544,STR010,131.1626
BJK26,0.046729336,STR045,2153.1972
BLS02,0.073470234,STR027,5383.6588
NCI30,0.058886477,STR013,1724422
NCJ31,0.18293775,STR049,3615294
NCQ54,0.020993364,STR010,168.4474
FDB02,0.029223424,STR045,2999429
SKT02,0.068489201,STR027,4165.2448
TSH11,0.043326511,STR045,1134.5232
JSP23,0.136532569,STR027,2888.2404
BST04,0.018051091,STR049,2696.49
DRS38,0.23212188,STR010,53.9298
FDG46,0.057620562,STR019,113.8518
NCJ05,0.045865089,STR027,2287023
TCT01,0.021002171,STR019,555.2772
HDJ11,0.029727657,STR017,1120.5414
SWT60,0.080527065,STR013,719064
NCN29,0,STR049,437.4306
FDT07,0,STR049,2050664
FDI21,0.056833394,STR018,1214.4192
FDI41,0.062256921,STR046,2059.9852
BST10,0.089512542,STR027,3672.5528
FDQ28,0.060427062,STR046,3089312
HDJ32,0.216323008,STR010,815605
NCK05,0.135612397,STR019,61.2536
OCT12,0.085125951,STR045,1278336
FDJ27,0.122565413,STR017,1528011
DRL35,0,STR010,129831
NCY29,0.077670981,STR017,1301639
SKT21,0.043201813,STR017,1844.9318
FDM33,0.088215871,STR017,5068.7354
SHT39,0.036295834,STR013,1095241
FDB22,0.186528819,STR010,307.5996
SKT32,0.099026525,STR013,1295.6468
FDD02,0,STR046,2607.2728
FDL28,0.063162608,STR035,3455502
FDL39,0.063429818,STR049,2345.6134
JNS37,0.139785104,STR010,197.7426
TSH28,0.04807227,STR017,1761.7068
FDL04,0.112097433,STR049,1905.5196
PNT10,0.010037996,STR035,3086.6488
TSH39,0.012789884,STR017,1060.6194
PNT15,0.033431669,STR035,4653942
FDQ40,0.03623131,STR017,3339.6528
DRG23,0.086360962,STR027,2439.4912
TCT36,0.046232445,STR013,1379.5376
BJK47,0.097618234,STR046,897.4984
OCT14,0.046808553,STR046,1404838
COT45,0.03810738,STR018,615.1992
FDK60,0.093846532,STR035,1069.2748
PRK43,0.040744057,STR017,4101328
BLS44,0.022831052,STR049,4793.76
PRK34,0.076878416,STR049,1138518
TCT20,0.021501067,STR045,2771.7254
JCK44,0.07964724,STR013,1948.1308
SKT02,0.068809463,STR035,5206556
FDT56,0.115570552,STR035,173.7738
NCA06,0.143164371,STR013,73238
BST04,0.018008071,STR013,3415554
PJB06,0.015775777,STR017,3803.0496
SWT49,0.102407778,STR017,3961.51
DRM59,0.003606726,STR018,1384.1982
FDJ34,0.093801337,STR049,1251704
JCK60,0,STR013,1821.6288
FDI07,0.033760862,STR046,5141.3076
JNS07,0.031131455,STR027,3205.1612
OCT41,0.082177842,STR045,1720.4272
VST31,0.118858866,STR049,3418883
DRS34,0,STR035,4374306
SWT45,0.105448901,STR017,782315
OCT14,0.046881328,STR049,1685.8056
BJK26,0.078057026,STR010,153.7998
TCT24,0.140955857,STR017,4101328
SWT11,0.107186944,STR018,3453.5046
BJK35,0.153960209,STR035,1179.1318
NCC43,0.093160853,STR018,1004.0264
FDG29,0.05629192,STR046,419454
PRK44,0.15604396,STR046,3845.6608
FDZ10,0.044463491,STR046,2024032
SKT52,0.00827301,STR013,1956.1204
DRL35,0.030697825,STR035,1168479
NCP55,0,STR010,55.2614
JNS38,0.101281,STR027,2020.0372
FDL44,0.012300013,STR045,3073.9986
FDZ47,0,STR017,1884.8798
FDT45,0.057313443,STR046,1364.89
BLS23,0.075625152,STR049,3193.1768
NCP43,0.030568919,STR045,2336958
SHT24,0.198424841,STR019,370.1848
TSH02,0.029578726,STR027,3756.4436
OCT33,0.213125482,STR019,175.7712
BJK56,0.120137953,STR017,3078.6592
NCN26,0.028679894,STR046,2109.2544
FDD22,0.099804623,STR049,3243.7776
TCT15,0.044526443,STR010,71.9064
FDB41,0.162882227,STR010,189.0872
FDZ35,0.022404493,STR017,2579975
FDT60,0.075975642,STR017,1486.0656
BST51,0.09644909,STR035,312.2602
NCQ06,0.041816615,STR035,4845.0266
PRK28,0.082867689,STR017,171.7764
OCT32,0.076214289,STR045,1834279
DRS37,0.124301968,STR045,2082.6224
HDJ33,0.097201128,STR046,2705.1454
BJK17,0.042861968,STR017,3731809
FDG56,0.0713931,STR013,1592.5936
VST18,0.041256807,STR013,2125.2336
TCT14,0.034746076,STR035,998.7
TCT22,0.093441604,STR049,3673.8844
NCV41,0.017024598,STR013,2099.9332
HDJ52,0.007363189,STR045,1225072
DRG48,0.014484582,STR027,3062.0142
TCT01,0.011937183,STR027,4442.2176
NCP53,0.032862976,STR013,4278.4308
SKT17,0.015484763,STR049,631.1784
NCZ30,0.026163192,STR013,602549
FDK03,0.073920438,STR046,2797.6916
BST08,0.086352403,STR019,445.4202
NCM07,0.03976832,STR027,2348.9424
HDJ35,0.015950066,STR027,1975.4286
PRK28,0.082002559,STR027,1374.2112
FDI56,0.093307668,STR013,2006.7212
PNT23,0.143199389,STR019,352874
BJK29,0.019965179,STR049,908817
TSH47,0.116108797,STR027,6035477
FDI10,0.078339081,STR013,1379.5376
SKT45,0.237651344,STR019,171.1106
TSH27,0.031102571,STR017,2045.3376
NCR41,0.018097419,STR018,1332.9316
PNT09,0.078041216,STR018,2848.9582
VST06,0.08226356,STR013,1278336
BST53,0.026880159,STR046,1491392
DRE27,0.222063351,STR010,195.7452
NCA06,0.142589751,STR027,585904
FDL56,0.126292985,STR018,1133.8574
FDT09,0.012260981,STR035,1186.4556
SWP03,0.05869048,STR010,93212
NCQ53,0.018982338,STR018,2836308
NCT18,0.059405152,STR046,3621952
FDL43,0.027059264,STR035,1761041
FDJ53,0.071244438,STR035,1325.6078
NCQ02,0.007455054,STR035,3942.8676
NCJ05,0.046088273,STR046,3506.7686
FDT40,0.096185556,STR018,3560.6984
TSH48,0.11487406,STR046,5099.3622
JNS37,0.083643716,STR049,2570.6538
SWT07,0.022965292,STR045,2563.33
DRG48,0.014584584,STR045,2187153
BJK44,0.059716729,STR035,2348.9424
PRK24,0.062224479,STR046,1682.4766
NCQ50,0.034360687,STR049,4274436
FDT25,0.050708743,STR013,3185.1872
COT03,0.036957777,STR045,4580704
FDJ55,0.023530953,STR046,1800.3232
FDM36,0.058681957,STR013,517.3266
FDM21,0.064728148,STR017,5668.6212
FDK58,0,STR035,2125.2336
FDD26,0.120773451,STR010,555.2772
DRS57,0.115911972,STR045,1948.1308
FDT32,0.10985775,STR010,188.4214
FDT25,0.050853901,STR045,367.5216
VST19,0.090295708,STR046,601.2174
FDD05,0.029084548,STR019,361.5294
NCE54,0.026769592,STR027,2332.2974
COT39,0.137580452,STR049,4042.7376
NCV06,0.066816565,STR045,1356.2346
DRB13,0.01179078,STR010,948765
SWT51,0.036921781,STR010,782.9808
SKT38,0.122742389,STR045,1192.4478
FDD04,0.089971292,STR046,1701.7848
SKT05,0.099186992,STR018,3153.2288
SHT59,0,STR027,1042.6428
FDL22,0.036596012,STR017,633.8416
SWP13,0.041821227,STR019,213056
JNS22,0.016635488,STR010,312926
JCK07,0.090084098,STR045,3142576
FDK27,0.008960445,STR049,1696.4584
JCK31,0.162418495,STR017,639168
NCI54,0.056237906,STR010,109.1912
DRK35,0.071498575,STR027,796.9626
NCO07,0.009791467,STR049,4687232
BLS31,0.072820885,STR013,3036048
NCO02,0.073354286,STR035,2372.9112
FDQ26,0.068010049,STR045,770.3306
FDQ07,0.087406863,STR046,663.1368
FDB49,0.030198228,STR049,2167.8448
HDJ44,0.024442501,STR049,2749754
NCI54,0.033436336,STR027,3057.3536
JNS44,0.039844429,STR046,1904188
FDI48,0.055805027,STR049,512666
NCL05,0.047888606,STR035,605878
FDT32,0.065735977,STR049,2826321
FDM10,0.076089711,STR049,3846.9924
PRK21,0.020908608,STR049,557.2746
FDD11,0.030678825,STR045,3542056
FDL04,0.111381428,STR027,2964.1416
COT58,0.039738393,STR018,2960.1468
FDQ08,0.01903743,STR017,490.0288
FDT28,0.06356617,STR046,3611.2992
FDT22,0.112553853,STR018,1378206
FDB58,0.013493914,STR035,3119.9388
BLS45,0.118102769,STR046,2013.3792
FDZ45,0.06682033,STR013,4761.8016
FDJ38,0.040205535,STR046,7590.12
NCT06,0.038816115,STR045,1326.2736
TCT21,0.076348933,STR027,713.0718
NCP30,0.032819637,STR049,982055
PNT27,0.096249842,STR049,2119.9072
DRS39,0,STR017,4234488
PJS24,0,STR027,2396.88
FDK21,0.010003987,STR013,5757.8384
FDJ04,0.124452048,STR046,1303.6364
FDZ13,0.154363209,STR017,599.22
PRK16,0.066551268,STR017,3954852
FDD56,0.173703549,STR010,1050.6324
FDI57,0.054025644,STR046,6503.5344
FDQ12,0.03523927,STR027,5972226
FDI56,0.093385381,STR046,1641.8628
NCT42,0.024937792,STR045,2087.9488
FDM25,0.060654268,STR035,3339.6528
DRB25,0.06912336,STR027,2787.0388
NCY30,0.025953257,STR046,2535.3664
FDD44,0.07884393,STR017,8760.5964
FDK45,0.033851785,STR035,1018674
BLS45,0.118342285,STR045,1789.6704
FDQ09,0.058121214,STR035,1382.2008
SKT17,0.015457803,STR035,5259.82
FDD45,0.116152226,STR013,1512.6976
FDD41,0.087260103,STR046,2090612
TCT46,0.0111263,STR046,1211756
COT45,0.038167453,STR017,1230.3984
FDG41,0.076547632,STR035,1657842
SHR13,0,STR045,739038
SWT50,0.074931201,STR018,1105228
FDK56,0,STR035,2619.2572
NCL18,0.16758389,STR046,2721.7904
BLS57,0.054318517,STR049,6381693
SWT03,0.060800116,STR027,769.6648
NCU17,0,STR013,1120.5414
FDL14,0.032152786,STR035,1869.5664
NCU18,0.055840055,STR046,1411496
NCH43,0.070968081,STR017,1941.4728
OCT41,0.081996013,STR035,4301068
PRK28,0.082737261,STR018,343.5528
FDG02,0.011206632,STR027,3998.7948
PRK40,0.014047825,STR045,585904
FDD10,0.045982389,STR013,535.3032
DRQ35,0.042256257,STR013,1609.9044
NCL05,0,STR049,649155
FDJ48,0.056424146,STR035,2223.1062
JNS21,0.170254469,STR027,2127.8968
FDJ26,0.084749164,STR035,4060.7142
NCN05,0.014541462,STR017,3844995
FDK09,0.091763303,STR046,1832.2816
FDM56,0.069851683,STR027,1310.2944
DRF25,0.039004193,STR045,659142
FDG14,0.05060313,STR045,4402.2696
FDZ31,0.113195815,STR035,3643.2576
TCT21,0.134327613,STR019,33.9558
SKT57,0.054584207,STR035,4247804
TCT46,0.018623146,STR010,259662
TCT22,0.093278912,STR035,2607.2728
DRG23,0.086957199,STR045,1372.2138
PNT23,0.13689554,STR010,529311
FDI14,0.090043082,STR018,846.8976
NCN42,0.014251461,STR045,2648.5524
NCM41,0.035711426,STR049,1584604
FDT55,0.043655155,STR046,3629.2758
DRY23,0.108568067,STR027,809.6128
FDL46,0.090480214,STR010,117.8466
FDQ57,0.027942357,STR035,1611236
FDQ16,0.041730507,STR035,2402.2064
FDZ52,0.099589909,STR027,4225.1668
FDL16,0.294939214,STR019,139818
PJB18,0.008829806,STR018,4517453
FDM34,0.067722325,STR018,1573.9512
FDG60,0.060405784,STR027,6796.4864
NCA06,0,STR018,842237
DRD12,0.077193561,STR046,1277.0044
JCK04,0.013869039,STR018,447.4176
NCH30,0.067290244,STR045,1584604
PRK04,0.146960375,STR045,1685.8056
FDQ13,0.018632082,STR019,503.3448
TCT59,0.096536082,STR049,3574.0144
DRG11,0.084008316,STR045,1186.4556
TSH36,0.005638944,STR027,3146.5708
TSH15,0.01601936,STR035,6474.2392
FDZ03,0.13187274,STR010,745696
FDJ16,0.114863923,STR035,1853.5872
FDZ12,0.103138922,STR049,3006087
OCT09,0.056191301,STR045,736.3748
FDT13,0.01867669,STR017,3956.8494
TCT20,0.021578923,STR017,1807647
SWP25,0,STR035,467.3916
FDK26,0.032242661,STR045,3542056
TCT32,0.025962714,STR035,1949.4624
FDI22,0.096407554,STR045,3344.9792
VST54,0.050256604,STR018,2684.5056
SWT46,0.058234621,STR045,592562
NCC07,0.023931217,STR013,736.3748
FDQ34,0.284065879,STR019,211.7244
FDM16,0.033692089,STR018,1279.0018
FDJ55,0.023417004,STR027,7201.2928
JSP01,0.034647829,STR017,3103.9596
FDD50,0.142219209,STR018,1522.0188
FDJ08,0.11089655,STR045,2101.9306
NCK18,0.006708517,STR049,2972.1312
FDQ14,0.103419257,STR010,149805
PRK51,0.032180494,STR046,433.4358
TSH04,0.066717378,STR035,4920.9278
JCK10,0.128814669,STR017,1164.4842
FDT36,0.111500259,STR045,846.8976
OCT38,0.010497273,STR017,2812.3392
SKT16,0.020653603,STR018,865.54
BJK17,0.042687151,STR049,2946165
TCT23,0.021705417,STR013,3137.2496
FDB34,0.026651184,STR049,1657.1762
DRS26,0.106968096,STR013,3113.2808
JCK45,0.030686952,STR045,1510.0344
FDD38,0.008191729,STR046,1629.8784
FDM60,0.048218142,STR049,690.4346
DRS26,0.107036943,STR035,4447544
JNS51,0.032381325,STR027,5470.8786
FDT33,0.034043503,STR049,2673.8528
FDQ40,0.036027524,STR046,3339.6528
SWT40,0,STR035,502.0132
TCT31,0.02498633,STR035,3038.7112
SHT01,0.115032406,STR046,1288.9888
JCK11,0.068765925,STR027,4354332
NCN43,0.006727008,STR027,3202498
TSH15,0.016087659,STR018,5976.2208
COT04,0,STR017,884.1824
NCF43,0.051936086,STR035,3006087
NCI17,0.1442339,STR017,3282394
HDJ47,0.05443912,STR013,1038648
BJK20,0.033059299,STR027,6306.4576
LGS53,0.089778187,STR046,2693.8268
FDK38,0.053372768,STR049,2524.0478
DRS43,0.022406575,STR013,3643.2576
JNS57,0.065896556,STR046,1438128
SWT26,0.088305201,STR017,4195.8716
PNT04,0.022566975,STR046,1263.6884
JCK19,0,STR013,2066.6432
FDT07,0.077756427,STR017,1281665
DRB24,0.020609218,STR049,4016.1056
FDB36,0,STR046,3672.5528
NCE07,0.013066448,STR027,2127231
FDI16,0.135118202,STR027,2290352
JCK45,0.030624844,STR046,1258362
NCC43,0.092705683,STR013,4267.1122
